Date,Time,Wait Time,Year,Lag1_Wait_Time,Lag2_Wait_Time,Temperature,Month,Time of Day,Day of Week_Saturday
12/09/14,09:30:00,6.0,14,12.0,13.0,11.9,12,570,False
12/09/14,10:00:00,9.0,14,6.0,23.0,16.1,12,600,False
12/09/14,10:30:00,9.0,14,9.0,23.0,16.1,12,630,False
12/09/14,11:00:00,17.0,14,12.0,40.0,18.8,12,660,False
12/09/14,11:30:00,17.0,14,19.0,49.0,18.8,12,690,False
12/09/14,12:00:00,5.0,14,19.0,37.0,20.7,12,720,False
12/09/14,12:30:00,17.0,14,19.0,46.0,20.7,12,750,False
12/09/14,13:00:00,19.0,14,26.0,46.0,21.7,12,780,False
12/09/14,13:30:00,14.0,14,36.0,23.0,21.7,12,810,False
12/09/14,14:00:00,11.0,14,19.0,23.0,22.3,12,840,False
12/09/14,14:30:00,20.0,14,16.0,34.0,22.3,12,870,False
12/09/14,15:00:00,28.0,14,16.0,50.0,22.1,12,900,False
12/09/14,15:30:00,21.0,14,32.0,32.0,22.1,12,930,False
12/09/14,16:00:00,8.0,14,11.0,32.0,20.9,12,960,False
12/09/14,16:30:00,32.0,14,11.0,35.0,20.9,12,990,False
12/09/14,17:00:00,19.0,14,6.0,35.0,19.4,12,1020,False
12/09/14,20:00:00,22.0,14,11.0,12.0,16.2,12,1200,False
12/09/14,21:00:00,22.0,14,18.0,48.0,14.3,12,1260,False
12/09/14,21:30:00,17.0,14,36.0,40.0,14.3,12,1290,False
12/09/14,22:00:00,14.0,14,23.0,37.0,13.4,12,1320,False
12/10/14,09:30:00,6.0,14,6.0,12.0,15.5,12,570,False
12/10/14,10:00:00,6.0,14,9.0,6.0,15.5,12,600,False
12/10/14,10:30:00,15.0,14,9.0,9.0,15.5,12,630,False
12/10/14,11:00:00,9.0,14,17.0,12.0,17.8,12,660,False
12/10/14,11:30:00,18.0,14,17.0,19.0,17.8,12,690,False
12/10/14,12:00:00,25.0,14,5.0,19.0,19.0,12,720,False
12/10/14,12:30:00,25.0,14,17.0,19.0,19.0,12,750,False
12/10/14,13:00:00,25.0,14,19.0,26.0,20.1,12,780,False
12/10/14,13:30:00,31.0,14,14.0,36.0,20.1,12,810,False
12/10/14,14:00:00,7.0,14,11.0,19.0,20.6,12,840,False
12/10/14,14:30:00,28.0,14,20.0,16.0,20.6,12,870,False
12/10/14,15:00:00,21.0,14,28.0,16.0,20.8,12,900,False
12/10/14,16:00:00,36.0,14,8.0,11.0,20.2,12,960,False
12/10/14,16:30:00,40.0,14,32.0,11.0,20.2,12,990,False
12/10/14,17:00:00,42.0,14,19.0,6.0,19.0,12,1020,False
12/10/14,20:00:00,32.0,14,22.0,11.0,14.8,12,1200,False
12/10/14,21:00:00,8.0,14,22.0,18.0,14.1,12,1260,False
12/10/14,21:30:00,28.0,14,17.0,36.0,14.1,12,1290,False
12/10/14,22:00:00,12.0,14,14.0,23.0,13.3,12,1320,False
12/11/14,09:30:00,16.0,14,6.0,6.0,14.6,12,570,False
12/11/14,10:00:00,9.0,14,6.0,9.0,16.4,12,600,False
12/11/14,10:30:00,11.0,14,15.0,9.0,16.4,12,630,False
12/11/14,11:00:00,11.0,14,9.0,17.0,17.4,12,660,False
12/11/14,11:30:00,31.0,14,18.0,17.0,17.4,12,690,False
12/11/14,12:00:00,38.0,14,25.0,5.0,18.2,12,720,False
12/11/14,12:30:00,31.0,14,25.0,17.0,18.2,12,750,False
12/11/14,13:00:00,14.0,14,25.0,19.0,18.7,12,780,False
12/11/14,13:30:00,22.0,14,31.0,14.0,18.7,12,810,False
12/11/14,14:00:00,22.0,14,7.0,11.0,18.8,12,840,False
12/11/14,14:30:00,28.0,14,28.0,20.0,18.8,12,870,False
12/11/14,16:00:00,34.0,14,36.0,8.0,18.5,12,960,False
12/11/14,16:30:00,33.0,14,40.0,32.0,18.5,12,990,False
12/11/14,17:00:00,38.0,14,42.0,19.0,17.9,12,1020,False
12/11/14,17:30:00,38.0,14,31.0,19.0,17.9,12,1050,False
12/11/14,18:00:00,20.0,14,13.0,22.0,16.8,12,1080,False
12/11/14,20:00:00,23.0,14,32.0,22.0,15.3,12,1200,False
12/11/14,21:00:00,23.0,14,8.0,22.0,14.8,12,1260,False
12/11/14,21:30:00,57.0,14,28.0,17.0,14.8,12,1290,False
12/11/14,22:00:00,9.0,14,12.0,14.0,14.6,12,1320,False
12/12/14,09:30:00,6.0,14,16.0,6.0,13.6,12,570,False
12/12/14,10:00:00,6.0,14,9.0,6.0,13.6,12,600,False
12/12/14,10:30:00,13.0,14,11.0,15.0,13.6,12,630,False
12/12/14,11:00:00,13.0,14,11.0,9.0,13.7,12,660,False
12/12/14,11:30:00,10.0,14,31.0,18.0,13.7,12,690,False
12/12/14,12:00:00,19.0,14,38.0,25.0,13.9,12,720,False
12/12/14,12:30:00,27.0,14,31.0,25.0,13.9,12,750,False
12/12/14,13:00:00,21.0,14,14.0,25.0,14.6,12,780,False
12/12/14,13:30:00,22.0,14,22.0,31.0,14.6,12,810,False
12/12/14,14:00:00,34.0,14,22.0,7.0,14.6,12,840,False
12/12/14,14:30:00,22.0,14,28.0,28.0,14.6,12,870,False
12/12/14,16:00:00,8.0,14,34.0,36.0,14.7,12,960,False
12/12/14,16:30:00,8.0,14,33.0,40.0,14.7,12,990,False
12/12/14,17:00:00,23.0,14,38.0,42.0,13.9,12,1020,False
12/12/14,17:30:00,32.0,14,38.0,31.0,13.9,12,1050,False
12/12/14,18:00:00,32.0,14,20.0,13.0,13.1,12,1080,False
12/12/14,19:30:00,37.0,14,45.0,32.0,12.8,12,1170,False
12/12/14,20:00:00,27.0,14,23.0,32.0,12.2,12,1200,False
12/12/14,21:00:00,34.0,14,23.0,8.0,12.2,12,1260,False
12/12/14,21:30:00,33.0,14,57.0,28.0,12.2,12,1290,False
12/13/14,09:30:00,7.0,14,6.0,16.0,11.6,12,570,True
12/13/14,10:00:00,27.0,14,6.0,9.0,12.5,12,600,True
12/13/14,10:30:00,27.0,14,13.0,11.0,12.5,12,630,True
12/13/14,11:00:00,27.0,14,13.0,11.0,13.5,12,660,True
12/13/14,11:30:00,6.0,14,10.0,31.0,13.5,12,690,True
12/13/14,12:00:00,6.0,14,19.0,38.0,15.2,12,720,True
12/13/14,12:30:00,6.0,14,27.0,31.0,15.2,12,750,True
12/13/14,13:00:00,6.0,14,21.0,14.0,15.9,12,780,True
12/13/14,13:30:00,6.0,14,22.0,22.0,15.9,12,810,True
12/13/14,14:00:00,81.0,14,34.0,22.0,16.2,12,840,True
12/13/14,16:00:00,11.0,14,8.0,34.0,16.1,12,960,True
12/13/14,16:30:00,73.0,14,8.0,33.0,16.1,12,990,True
12/13/14,17:00:00,93.0,14,23.0,38.0,15.6,12,1020,True
12/13/14,17:30:00,110.0,14,32.0,38.0,15.6,12,1050,True
12/13/14,18:00:00,110.0,14,32.0,20.0,14.3,12,1080,True
12/13/14,18:30:00,82.0,14,10.0,19.0,14.3,12,1110,True
12/13/14,19:00:00,78.0,14,10.0,37.0,13.0,12,1140,True
12/13/14,19:30:00,78.0,14,37.0,45.0,13.0,12,1170,True
12/13/14,20:00:00,12.0,14,27.0,23.0,13.7,12,1200,True
12/13/14,20:30:00,12.0,14,38.0,23.0,13.7,12,1230,True
12/13/14,21:30:00,31.0,14,33.0,57.0,13.7,12,1290,True
12/14/14,09:30:00,10.0,14,7.0,6.0,8.8,12,570,False
12/14/14,10:00:00,25.0,14,27.0,6.0,12.3,12,600,False
12/14/14,10:30:00,25.0,14,27.0,13.0,12.3,12,630,False
12/14/14,11:00:00,19.0,14,27.0,13.0,14.3,12,660,False
12/14/14,11:30:00,19.0,14,6.0,10.0,14.3,12,690,False
12/14/14,12:00:00,19.0,14,6.0,19.0,15.2,12,720,False
12/14/14,12:30:00,52.0,14,6.0,27.0,15.2,12,750,False
12/14/14,13:00:00,53.0,14,6.0,21.0,15.8,12,780,False
12/14/14,13:30:00,53.0,14,6.0,22.0,15.8,12,810,False
12/14/14,14:00:00,9.0,14,81.0,34.0,16.2,12,840,False
12/14/14,15:30:00,58.0,14,11.0,33.0,16.3,12,930,False
12/14/14,16:00:00,47.0,14,11.0,8.0,16.2,12,960,False
12/14/14,16:30:00,11.0,14,73.0,8.0,16.2,12,990,False
12/14/14,17:00:00,11.0,14,93.0,23.0,15.6,12,1020,False
12/14/14,17:30:00,11.0,14,110.0,32.0,15.6,12,1050,False
12/14/14,18:00:00,77.0,14,110.0,32.0,14.5,12,1080,False
12/14/14,18:30:00,77.0,14,82.0,10.0,14.5,12,1110,False
12/14/14,19:00:00,87.0,14,78.0,10.0,12.9,12,1140,False
12/14/14,19:30:00,87.0,14,78.0,37.0,12.9,12,1170,False
12/14/14,20:00:00,35.0,14,12.0,27.0,12.5,12,1200,False
12/14/14,20:30:00,63.0,14,12.0,38.0,12.5,12,1230,False
12/14/14,21:30:00,36.0,14,31.0,33.0,12.4,12,1290,False
12/14/14,22:30:00,36.0,14,45.0,47.0,11.7,12,1350,False
12/14/14,23:00:00,22.0,14,65.0,39.0,10.6,12,1380,False
12/15/14,09:30:00,8.0,14,10.0,7.0,8.7,12,570,False
12/15/14,10:00:00,17.0,14,25.0,27.0,11.9,12,600,False
12/15/14,10:30:00,10.0,14,25.0,27.0,11.9,12,630,False
12/15/14,11:00:00,10.0,14,19.0,27.0,14.1,12,660,False
12/15/14,11:30:00,31.0,14,19.0,6.0,14.1,12,690,False
12/15/14,12:00:00,26.0,14,19.0,6.0,14.8,12,720,False
12/15/14,12:30:00,41.0,14,52.0,6.0,14.8,12,750,False
12/15/14,13:00:00,53.0,14,53.0,6.0,15.7,12,780,False
12/15/14,13:30:00,53.0,14,53.0,6.0,15.7,12,810,False
12/15/14,14:00:00,31.0,14,9.0,81.0,16.3,12,840,False
12/15/14,15:00:00,56.0,14,55.0,11.0,16.4,12,900,False
12/15/14,15:30:00,31.0,14,58.0,11.0,16.4,12,930,False
12/15/14,16:00:00,36.0,14,47.0,11.0,16.4,12,960,False
12/15/14,16:30:00,36.0,14,11.0,73.0,16.4,12,990,False
12/15/14,17:00:00,62.0,14,11.0,93.0,15.8,12,1020,False
12/15/14,17:30:00,64.0,14,11.0,110.0,15.8,12,1050,False
12/15/14,18:00:00,68.0,14,77.0,110.0,14.3,12,1080,False
12/15/14,18:30:00,35.0,14,77.0,82.0,14.3,12,1110,False
12/15/14,19:00:00,34.0,14,87.0,78.0,14.1,12,1140,False
12/15/14,19:30:00,46.0,14,87.0,78.0,14.1,12,1170,False
12/15/14,20:00:00,46.0,14,35.0,12.0,13.8,12,1200,False
12/15/14,20:30:00,68.0,14,63.0,12.0,13.8,12,1230,False
12/15/14,21:30:00,39.0,14,36.0,31.0,13.4,12,1290,False
12/15/14,22:30:00,39.0,14,36.0,45.0,13.0,12,1350,False
12/15/14,23:00:00,39.0,14,22.0,65.0,11.0,12,1380,False
12/16/14,08:30:00,5.0,14,5.0,8.0,11.6,12,510,False
12/16/14,09:00:00,4.0,14,5.0,8.0,12.2,12,540,False
12/16/14,09:30:00,7.0,14,8.0,10.0,12.2,12,570,False
12/16/14,10:00:00,9.0,14,17.0,25.0,13.1,12,600,False
12/16/14,10:30:00,12.0,14,10.0,25.0,13.1,12,630,False
12/16/14,11:00:00,16.0,14,10.0,19.0,14.2,12,660,False
12/16/14,11:30:00,18.0,14,31.0,19.0,14.2,12,690,False
12/16/14,12:00:00,27.0,14,26.0,19.0,14.3,12,720,False
12/16/14,12:30:00,27.0,14,41.0,52.0,14.3,12,750,False
12/16/14,13:00:00,40.0,14,53.0,53.0,14.8,12,780,False
12/16/14,13:30:00,49.0,14,53.0,53.0,14.8,12,810,False
12/16/14,14:00:00,27.0,14,31.0,9.0,14.7,12,840,False
12/16/14,15:00:00,36.0,14,56.0,55.0,14.5,12,900,False
12/16/14,15:30:00,43.0,14,31.0,58.0,14.5,12,930,False
12/16/14,16:00:00,34.0,14,36.0,47.0,14.1,12,960,False
12/16/14,16:30:00,35.0,14,36.0,11.0,14.1,12,990,False
12/16/14,17:00:00,33.0,14,62.0,11.0,13.7,12,1020,False
12/16/14,17:30:00,30.0,14,64.0,11.0,13.7,12,1050,False
12/16/14,18:00:00,40.0,14,68.0,77.0,13.3,12,1080,False
12/16/14,18:30:00,40.0,14,35.0,77.0,13.3,12,1110,False
12/16/14,19:30:00,48.0,14,46.0,87.0,13.3,12,1170,False
12/16/14,20:00:00,10.0,14,46.0,35.0,12.2,12,1200,False
12/16/14,20:30:00,31.0,14,68.0,63.0,12.2,12,1230,False
12/16/14,21:30:00,27.0,14,39.0,36.0,11.2,12,1290,False
12/16/14,22:00:00,17.0,14,39.0,36.0,11.2,12,1320,False
12/16/14,22:30:00,18.0,14,39.0,36.0,11.2,12,1350,False
12/16/14,23:00:00,20.0,14,39.0,22.0,11.2,12,1380,False
12/17/14,08:30:00,6.0,14,5.0,5.0,10.9,12,510,False
12/17/14,09:00:00,6.0,14,4.0,5.0,11.4,12,540,False
12/17/14,09:30:00,4.0,14,7.0,8.0,11.4,12,570,False
12/17/14,10:00:00,7.0,14,9.0,17.0,12.7,12,600,False
12/17/14,10:30:00,12.0,14,12.0,10.0,12.7,12,630,False
12/17/14,11:00:00,17.0,14,16.0,10.0,13.7,12,660,False
12/17/14,11:30:00,22.0,14,18.0,31.0,13.7,12,690,False
12/17/14,12:00:00,26.0,14,27.0,26.0,14.8,12,720,False
12/17/14,12:30:00,37.0,14,27.0,41.0,14.8,12,750,False
12/17/14,13:00:00,36.0,14,40.0,53.0,15.2,12,780,False
12/17/14,13:30:00,49.0,14,49.0,53.0,15.2,12,810,False
12/17/14,14:00:00,30.0,14,27.0,31.0,15.5,12,840,False
12/17/14,14:30:00,37.0,14,24.0,31.0,15.5,12,870,False
12/17/14,15:00:00,39.0,14,36.0,56.0,15.5,12,900,False
12/17/14,15:30:00,41.0,14,43.0,31.0,15.5,12,930,False
12/17/14,16:00:00,41.0,14,34.0,36.0,15.5,12,960,False
12/17/14,16:30:00,56.0,14,35.0,36.0,15.5,12,990,False
12/17/14,17:00:00,58.0,14,33.0,62.0,14.9,12,1020,False
12/17/14,17:30:00,43.0,14,30.0,64.0,14.9,12,1050,False
12/17/14,18:00:00,30.0,14,40.0,68.0,14.1,12,1080,False
12/17/14,18:30:00,29.0,14,40.0,35.0,14.1,12,1110,False
12/17/14,19:30:00,44.0,14,48.0,46.0,13.5,12,1170,False
12/17/14,20:00:00,45.0,14,10.0,46.0,13.6,12,1200,False
12/17/14,20:30:00,49.0,14,31.0,68.0,13.6,12,1230,False
12/17/14,21:00:00,7.0,14,31.0,51.0,11.7,12,1260,False
12/17/14,21:30:00,7.0,14,27.0,39.0,11.7,12,1290,False
12/17/14,22:00:00,11.0,14,17.0,39.0,11.4,12,1320,False
12/17/14,23:00:00,11.0,14,20.0,39.0,11.8,12,1380,False
12/18/14,08:30:00,5.0,14,6.0,5.0,9.2,12,510,False
12/18/14,09:00:00,5.0,14,6.0,4.0,10.2,12,540,False
12/18/14,09:30:00,6.0,14,4.0,7.0,10.2,12,570,False
12/18/14,10:00:00,8.0,14,7.0,9.0,12.7,12,600,False
12/18/14,10:30:00,18.0,14,12.0,12.0,12.7,12,630,False
12/18/14,11:00:00,32.0,14,17.0,16.0,13.8,12,660,False
12/18/14,11:30:00,23.0,14,22.0,18.0,13.8,12,690,False
12/18/14,12:00:00,33.0,14,26.0,27.0,14.7,12,720,False
12/18/14,12:30:00,39.0,14,37.0,27.0,14.7,12,750,False
12/18/14,13:00:00,42.0,14,36.0,40.0,15.3,12,780,False
12/18/14,13:30:00,34.0,14,49.0,49.0,15.3,12,810,False
12/18/14,14:00:00,33.0,14,30.0,27.0,15.7,12,840,False
12/18/14,14:30:00,34.0,14,37.0,24.0,15.7,12,870,False
12/18/14,15:00:00,40.0,14,39.0,36.0,15.8,12,900,False
12/18/14,15:30:00,34.0,14,41.0,43.0,15.8,12,930,False
12/18/14,16:00:00,41.0,14,41.0,34.0,15.8,12,960,False
12/18/14,16:30:00,31.0,14,56.0,35.0,15.8,12,990,False
12/18/14,17:00:00,36.0,14,58.0,33.0,15.4,12,1020,False
12/18/14,17:30:00,55.0,14,43.0,30.0,15.4,12,1050,False
12/18/14,18:00:00,67.0,14,30.0,40.0,14.4,12,1080,False
12/18/14,18:30:00,41.0,14,29.0,40.0,14.4,12,1110,False
12/18/14,19:30:00,41.0,14,44.0,48.0,14.2,12,1170,False
12/18/14,20:00:00,41.0,14,45.0,10.0,13.6,12,1200,False
12/18/14,20:30:00,48.0,14,49.0,31.0,13.6,12,1230,False
12/18/14,21:00:00,42.0,14,7.0,31.0,13.0,12,1260,False
12/18/14,21:30:00,42.0,14,7.0,27.0,13.0,12,1290,False
12/18/14,22:00:00,21.0,14,11.0,17.0,12.0,12,1320,False
12/18/14,23:00:00,36.0,14,11.0,20.0,10.6,12,1380,False
12/18/14,23:30:00,36.0,14,11.0,20.0,10.6,12,1410,False
12/19/14,08:30:00,11.0,14,5.0,6.0,10.5,12,510,False
12/19/14,09:00:00,7.0,14,5.0,6.0,8.8,12,540,False
12/19/14,09:30:00,7.0,14,6.0,4.0,8.8,12,570,False
12/19/14,10:00:00,7.0,14,8.0,7.0,12.5,12,600,False
12/19/14,10:30:00,26.0,14,18.0,12.0,12.5,12,630,False
12/19/14,11:00:00,41.0,14,32.0,17.0,14.7,12,660,False
12/19/14,11:30:00,49.0,14,23.0,22.0,14.7,12,690,False
12/19/14,12:00:00,53.0,14,33.0,26.0,16.1,12,720,False
12/19/14,12:30:00,45.0,14,39.0,37.0,16.1,12,750,False
12/19/14,13:00:00,48.0,14,42.0,36.0,16.8,12,780,False
12/19/14,13:30:00,34.0,14,34.0,49.0,16.8,12,810,False
12/19/14,14:00:00,8.0,14,33.0,30.0,17.0,12,840,False
12/19/14,14:30:00,42.0,14,34.0,37.0,17.0,12,870,False
12/19/14,15:00:00,40.0,14,40.0,39.0,16.8,12,900,False
12/19/14,15:30:00,34.0,14,34.0,41.0,16.8,12,930,False
12/19/14,16:30:00,34.0,14,31.0,56.0,16.8,12,990,False
12/19/14,17:00:00,39.0,14,36.0,58.0,15.6,12,1020,False
12/19/14,17:30:00,52.0,14,55.0,43.0,15.6,12,1050,False
12/19/14,18:00:00,50.0,14,67.0,30.0,14.3,12,1080,False
12/19/14,18:30:00,34.0,14,41.0,29.0,14.3,12,1110,False
12/19/14,20:30:00,10.0,14,48.0,49.0,13.2,12,1230,False
12/19/14,21:00:00,10.0,14,42.0,7.0,13.1,12,1260,False
12/19/14,21:30:00,46.0,14,42.0,7.0,13.1,12,1290,False
12/19/14,22:00:00,46.0,14,21.0,11.0,12.1,12,1320,False
12/19/14,23:00:00,62.0,14,36.0,11.0,12.0,12,1380,False
12/20/14,08:30:00,13.0,14,11.0,5.0,9.6,12,510,True
12/20/14,09:00:00,31.0,14,7.0,5.0,10.3,12,540,True
12/20/14,09:30:00,31.0,14,7.0,6.0,10.3,12,570,True
12/20/14,10:00:00,46.0,14,7.0,8.0,13.3,12,600,True
12/20/14,10:30:00,9.0,14,26.0,18.0,13.3,12,630,True
12/20/14,11:00:00,9.0,14,41.0,32.0,14.8,12,660,True
12/20/14,11:30:00,9.0,14,49.0,23.0,14.8,12,690,True
12/20/14,12:00:00,62.0,14,53.0,33.0,15.1,12,720,True
12/20/14,12:30:00,62.0,14,45.0,39.0,15.1,12,750,True
12/20/14,13:00:00,65.0,14,48.0,42.0,15.8,12,780,True
12/20/14,13:30:00,9.0,14,34.0,34.0,15.8,12,810,True
12/20/14,14:00:00,78.0,14,8.0,33.0,16.1,12,840,True
12/20/14,14:30:00,65.0,14,42.0,34.0,16.1,12,870,True
12/20/14,15:30:00,79.0,14,34.0,34.0,16.1,12,930,True
12/20/14,16:30:00,13.0,14,34.0,31.0,16.0,12,990,True
12/20/14,17:00:00,13.0,14,39.0,36.0,15.6,12,1020,True
12/20/14,17:30:00,13.0,14,52.0,55.0,15.6,12,1050,True
12/20/14,18:30:00,107.0,14,34.0,41.0,15.6,12,1110,True
12/20/14,19:00:00,107.0,14,41.0,41.0,13.8,12,1140,True
12/20/14,20:30:00,107.0,14,10.0,48.0,13.4,12,1230,True
12/20/14,21:00:00,121.0,14,10.0,42.0,12.3,12,1260,True
12/20/14,21:30:00,121.0,14,46.0,42.0,12.3,12,1290,True
12/20/14,22:00:00,85.0,14,46.0,21.0,11.7,12,1320,True
12/20/14,23:00:00,85.0,14,62.0,36.0,11.2,12,1380,True
12/21/14,08:30:00,16.0,14,13.0,11.0,8.1,12,510,False
12/21/14,09:00:00,16.0,14,31.0,7.0,9.3,12,540,False
12/21/14,09:30:00,14.0,14,31.0,7.0,9.3,12,570,False
12/21/14,10:00:00,14.0,14,46.0,7.0,13.0,12,600,False
12/21/14,10:30:00,55.0,14,9.0,26.0,13.0,12,630,False
12/21/14,11:00:00,6.0,14,9.0,41.0,14.8,12,660,False
12/21/14,11:30:00,6.0,14,9.0,49.0,14.8,12,690,False
12/21/14,12:00:00,52.0,14,62.0,53.0,15.5,12,720,False
12/21/14,12:30:00,61.0,14,62.0,45.0,15.5,12,750,False
12/21/14,13:00:00,64.0,14,65.0,48.0,16.3,12,780,False
12/21/14,13:30:00,10.0,14,9.0,34.0,16.3,12,810,False
12/21/14,14:00:00,48.0,14,78.0,8.0,16.9,12,840,False
12/21/14,14:30:00,55.0,14,65.0,42.0,16.9,12,870,False
12/21/14,15:30:00,42.0,14,79.0,34.0,17.3,12,930,False
12/21/14,16:30:00,9.0,14,13.0,34.0,17.1,12,990,False
12/21/14,17:00:00,9.0,14,13.0,39.0,16.3,12,1020,False
12/21/14,17:30:00,64.0,14,13.0,52.0,16.3,12,1050,False
12/21/14,20:30:00,18.0,14,107.0,10.0,13.0,12,1230,False
12/21/14,21:00:00,18.0,14,121.0,10.0,12.3,12,1260,False
12/21/14,21:30:00,33.0,14,121.0,46.0,12.3,12,1290,False
12/21/14,22:00:00,33.0,14,85.0,46.0,11.7,12,1320,False
12/21/14,22:30:00,34.0,14,85.0,62.0,11.7,12,1350,False
12/21/14,23:00:00,30.0,14,85.0,62.0,11.0,12,1380,False
12/22/14,08:30:00,16.0,14,16.0,13.0,7.4,12,510,False
12/22/14,09:00:00,37.0,14,16.0,31.0,8.7,12,540,False
12/22/14,09:30:00,31.0,14,14.0,31.0,8.7,12,570,False
12/22/14,10:00:00,42.0,14,14.0,46.0,13.1,12,600,False
12/22/14,10:30:00,36.0,14,55.0,9.0,13.1,12,630,False
12/22/14,11:00:00,45.0,14,6.0,9.0,16.2,12,660,False
12/22/14,11:30:00,47.0,14,6.0,9.0,16.2,12,690,False
12/22/14,12:00:00,48.0,14,52.0,62.0,18.1,12,720,False
12/22/14,12:30:00,48.0,14,61.0,62.0,18.1,12,750,False
12/22/14,13:00:00,75.0,14,64.0,65.0,19.2,12,780,False
12/22/14,13:30:00,70.0,14,10.0,9.0,19.2,12,810,False
12/22/14,14:00:00,70.0,14,48.0,78.0,19.8,12,840,False
12/22/14,14:30:00,70.0,14,55.0,65.0,19.8,12,870,False
12/22/14,15:30:00,79.0,14,42.0,79.0,19.7,12,930,False
12/22/14,16:30:00,72.0,14,9.0,13.0,19.2,12,990,False
12/22/14,17:00:00,78.0,14,9.0,13.0,18.2,12,1020,False
12/22/14,17:30:00,79.0,14,64.0,13.0,18.2,12,1050,False
12/22/14,20:30:00,93.0,14,18.0,107.0,13.9,12,1230,False
12/22/14,21:00:00,43.0,14,18.0,121.0,12.9,12,1260,False
12/22/14,21:30:00,65.0,14,33.0,121.0,12.9,12,1290,False
12/22/14,22:00:00,65.0,14,33.0,85.0,12.4,12,1320,False
12/22/14,22:30:00,65.0,14,34.0,85.0,12.4,12,1350,False
12/22/14,23:00:00,51.0,14,30.0,85.0,12.0,12,1380,False
12/23/14,07:30:00,12.0,14,8.0,5.0,11.5,12,450,False
12/23/14,08:00:00,25.0,14,7.0,5.0,8.4,12,480,False
12/23/14,08:30:00,27.0,14,16.0,16.0,8.4,12,510,False
12/23/14,09:00:00,32.0,14,37.0,16.0,9.9,12,540,False
12/23/14,09:30:00,22.0,14,31.0,14.0,9.9,12,570,False
12/23/14,10:00:00,45.0,14,42.0,14.0,14.3,12,600,False
12/23/14,10:30:00,56.0,14,36.0,55.0,14.3,12,630,False
12/23/14,11:00:00,50.0,14,45.0,6.0,18.4,12,660,False
12/23/14,11:30:00,42.0,14,47.0,6.0,18.4,12,690,False
12/23/14,12:00:00,46.0,14,48.0,52.0,21.3,12,720,False
12/23/14,12:30:00,46.0,14,48.0,61.0,21.3,12,750,False
12/23/14,13:00:00,58.0,14,75.0,64.0,23.6,12,780,False
12/23/14,13:30:00,60.0,14,70.0,10.0,23.6,12,810,False
12/23/14,14:00:00,51.0,14,70.0,48.0,25.0,12,840,False
12/23/14,14:30:00,37.0,14,70.0,55.0,25.0,12,870,False
12/23/14,15:30:00,49.0,14,79.0,42.0,25.4,12,930,False
12/23/14,16:00:00,37.0,14,72.0,37.0,25.1,12,960,False
12/23/14,16:30:00,55.0,14,72.0,9.0,25.1,12,990,False
12/23/14,17:00:00,91.0,14,78.0,9.0,23.7,12,1020,False
12/23/14,17:30:00,84.0,14,79.0,64.0,23.7,12,1050,False
12/23/14,19:30:00,50.0,14,71.0,18.0,18.1,12,1170,False
12/23/14,20:00:00,13.0,14,89.0,18.0,15.9,12,1200,False
12/23/14,20:30:00,13.0,14,93.0,18.0,15.9,12,1230,False
12/23/14,21:00:00,46.0,14,43.0,18.0,14.2,12,1260,False
12/23/14,21:30:00,26.0,14,65.0,33.0,14.2,12,1290,False
12/23/14,22:00:00,21.0,14,65.0,33.0,12.9,12,1320,False
12/23/14,22:30:00,42.0,14,65.0,34.0,12.9,12,1350,False
12/23/14,23:00:00,51.0,14,51.0,30.0,11.9,12,1380,False
12/23/14,23:30:00,51.0,14,31.0,30.0,11.9,12,1410,False
12/24/14,08:30:00,15.0,14,27.0,16.0,12.3,12,510,False
12/24/14,09:00:00,14.0,14,32.0,37.0,9.6,12,540,False
12/24/14,10:00:00,8.0,14,45.0,42.0,14.3,12,600,False
12/24/14,10:30:00,8.0,14,56.0,36.0,14.3,12,630,False
12/24/14,11:00:00,38.0,14,50.0,45.0,17.4,12,660,False
12/24/14,11:30:00,40.0,14,42.0,47.0,17.4,12,690,False
12/24/14,12:00:00,54.0,14,46.0,48.0,19.7,12,720,False
12/24/14,12:30:00,44.0,14,46.0,48.0,19.7,12,750,False
12/24/14,13:00:00,44.0,14,58.0,75.0,20.9,12,780,False
12/24/14,13:30:00,43.0,14,60.0,70.0,20.9,12,810,False
12/24/14,14:00:00,54.0,14,51.0,70.0,21.2,12,840,False
12/24/14,14:30:00,59.0,14,37.0,70.0,21.2,12,870,False
12/24/14,15:00:00,85.0,14,49.0,78.0,20.6,12,900,False
12/24/14,15:30:00,68.0,14,49.0,79.0,20.6,12,930,False
12/24/14,16:00:00,42.0,14,37.0,72.0,19.9,12,960,False
12/24/14,16:30:00,57.0,14,55.0,72.0,19.9,12,990,False
12/24/14,17:00:00,57.0,14,91.0,78.0,18.7,12,1020,False
12/24/14,17:30:00,70.0,14,84.0,79.0,18.7,12,1050,False
12/24/14,19:30:00,62.0,14,50.0,71.0,15.4,12,1170,False
12/24/14,20:00:00,68.0,14,13.0,89.0,15.0,12,1200,False
12/24/14,20:30:00,68.0,14,13.0,93.0,15.0,12,1230,False
12/24/14,21:00:00,68.0,14,46.0,43.0,13.8,12,1260,False
12/24/14,21:30:00,46.0,14,26.0,65.0,13.8,12,1290,False
12/24/14,22:00:00,23.0,14,21.0,65.0,13.1,12,1320,False
12/24/14,22:30:00,20.0,14,42.0,65.0,13.1,12,1350,False
12/24/14,23:00:00,40.0,14,51.0,51.0,12.5,12,1380,False
